Artikel-ID, ,Produktname-im-Laden,Hauptkategorie,Unterkategorien,Produktname-beim-Lieferanten,Lieferant,Produzent,Produzenten Webseite,Volumen,Hauptrohstoff Herkunft,Herkunftsort,Zertifizierung,Artikel Nr.,Artikel-Nr Neu,Mehrwertsteuer,EP netto,zusätzliche Tarife,VP netto,102.50%,Ladenpreis neu,Ladenpreis alt,Differenz,Verfallsdatum,Letzter Export in den Webshop,Webshop Produktname,Im Webshop anzeigen,quartierdepot-bild-0,Bilder,Kurzbeschreibung,Coop,Differenz,%,Farmy,Differenz,%,,KW51,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW 18,KW19,KW20,KW21,KW22,KW23,KW23-Rea,KW24,KW25,KW26,KW 27,KW28,KW29,KW30,,Gesamt Bestellmenge,Lager vom Web,Lager Neuer Import,Schwellenwert,Manage stock?,Items sold 4.5.,Stock effektiv,Stock theor,Diff eff vs theo,Summe
K22,,Cassia Zimt,02-Erstes Abteil,Gewürze,Zimt Ceylon gemahlen,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,40g,,Österreich,EU-Bio,SO_07734,Mahler & Co SO_07734,Mwst. reduzierter Satz,3.22,,3.54,3.63,3.63,3.75,-0.12,30/09/2021,19.6.2126,K22 Cassia Zimt,visible,quartier-produkt-107,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-107.png,Cassia Zimt wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Österreich und trägt EU-Bio Zertifizierung,3.00,0.63,121%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,7,3,yes,1,9,9,0,0.00
K23,,Paprika edelsüss,02-Erstes Abteil,Gewürze,Paprika edelsüss,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,40g,,Deutschland,EU-Bio,SO_00327,Mahler & Co SO_00327,Mwst. reduzierter Satz,3.22,,3.54,3.63,3.63,3.75,-0.12,31/03/2022,19.6.2127,K23 Paprika edelsüss,visible,quartier-produkt-108,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-108.png,Paprika edelsüss wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,2.40,1.23,151%,,,,,5,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,11,5,5,3,yes,1,4,10,-6,-21.78
K24,,Rosmarin,02-Erstes Abteil,Gewürze,"Rosmarin, geschnitten",Mahler & Co,Sonnentor,www.sonnentor.com/de-at,25g,,Deutschland,EU-Bio,SO_00316,Mahler & Co SO_00316,Mwst. reduzierter Satz,3.22,,3.54,3.63,3.63,3.75,-0.12,31/03/2022,19.6.2128,K24 Rosmarin,visible,quartier-produkt-109,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-109.png,Rosmarin wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,2.50,1.13,145%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,3,yes,0,10,10,0,0.00
K25,,Lorbeerblätter,02-Erstes Abteil,Gewürze,Lorbeerblätter,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,10g,,Deutschland,EU-Bio,SO_00335,Mahler & Co SO_00335,Mwst. reduzierter Satz,3.22,,3.54,3.63,3.63,3.75,-0.12,30/09/2022,19.6.2129,K25 Lorbeerblätter,visible,quartier-produkt-110,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-110.png,Lorbeerblätter wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,0.90,2.73,403%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,3,yes,3,11,7,4,14.52
K26,,Schwarzer Pfeffer ganz,02-Erstes Abteil,Gewürze,Pfeffer schwarz ganz,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,35g,,Deutschland,EU-Bio,331048,Mahler & Co 331048,Mwst. reduzierter Satz,2.73,,3.00,3.08,3.08,3.75,-0.67,30/09/2021,19.6.2130,K26 Schwarzer Pfeffer ganz,visible,quartier-produkt-111,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-111.png,Schwarzer Pfeffer ganz wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,1.45,1.63,212%,,,,,10,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,22,12,12,3,yes,10,12,12,0,0.00
K27,,Schwarzer Pfeffer gemahlen,02-Erstes Abteil,Gewürze,Pfeffer schwarz gemahlen,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,35g,,Deutschland,EU-Bio,SO_00339,Mahler & Co SO_00339,Mwst. reduzierter Satz,3.22,,3.54,3.63,3.63,3.75,-0.12,30/09/2023,19.6.2131,K27 Schwarzer Pfeffer gemahlen,visible,quartier-produkt-112,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-112.png,Schwarzer Pfeffer gemahlen wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,1.65,1.98,220%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,3,yes,0,10,10,0,0.00
K28,,Kräuter der Provence,02-Erstes Abteil,Gewürze,Kräuter der Provence,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,25g,,Deutschland,EU-Bio,SO_00337,Mahler & Co SO_00337,Mwst. reduzierter Satz,3.32,,3.65,3.74,3.74,3.85,-0.11,30/09/2022,19.6.2132,K28 Kräuter der Provence,visible,quartier-produkt-113,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-113.png,Kräuter der Provence wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,4.40,-0.66,85%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,8,3,yes,2,8,8,0,0.00
K29,,Curry mild Streudose,02-Erstes Abteil,Gewürze,Curry mild Streudose,Biopartner,Erboristi Lendi,www.erboristi.ch/shop/,Glas 29g,,Indien,Knospe,81932,Biopartner 81932,Mwst. reduzierter Satz,3.90,,4.29,4.40,4.40,4.55,-0.15,30/08/2020,19.6.2133,K29 Curry mild Streudose,visible,quartier-produkt-114,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-114.png,Curry mild Streudose wird von Erboristi Lendi produziert und von Biopartner geliefert. Es kommt aus Indien und trägt Knospe Zertifizierung,1.35,3.05,326%,4.55,-0.15,97%,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,6,3,yes,3,9,9,0,0.00
K30,,Herbamare,02-Erstes Abteil,Gewürze,Herbamare (Salat & Gemüse),Biopartner,A. Vogel,www.avogel-company.ch/,250g,,der Schweiz,EU-Bio,184934,Biopartner 184934,Mwst. reduzierter Satz,3.20,,3.52,3.61,3.61,3.70,-0.09,30/07/2023,19.6.2134,K30 Herbamare,visible,quartier-produkt-115,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-115.png,Herbamare wird von A. Vogel produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt EU-Bio Zertifizierung,4.20,-0.59,86%,4.50,-0.89,80%,,10,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,22,14,14,3,yes,6,17,16,1,3.61
K31,,Gemüse Bouillon Paste,02-Erstes Abteil,Gewürze,Gemüse Bouillon Paste,Biopartner,Morga,www.morga.ch/,Dose 400g,,"Ebnat-Kappel, St. Gallen",CH-Bio,475172,Biopartner 475172,Mwst. reduzierter Satz,10.30,,11.33,11.61,11.61,14.35,-2.74,22/02/2021,19.6.2135,K31 Gemüse Bouillon Paste,visible,quartier-produkt-116,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-116.png,"Gemüse Bouillon Paste wird von Morga produziert und von Biopartner geliefert. Es kommt aus Ebnat-Kappel, St. Gallen und trägt CH-Bio Zertifizierung",12.50,-0.89,93%,12.50,-0.89,93%,,12,,,,,,,,,,,,12,,,,,,,,,,,,,12,,,,,,,36,11,11,5,yes,10,11,26,-15,-174.20
K40,,Sonnenblumenöl,02-Erstes Abteil,Öle/Fette/Essig,Sonnenblumenöl,Biopartner,Biofarm,www.biofarm.ch/,Flasche 5dl,,der Schweiz,Knospe,31558,Biopartner 31558,Mwst. reduzierter Satz,8.01,,8.81,9.03,9.03,9.30,-0.27,8.11.2020,19.6.2136,K40 Sonnenblumenöl,visible,quartier-produkt-117,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-117.png,Sonnenblumenöl wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,5.90,3.13,153%,10.90,-1.87,83%,,6,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,18,4,4,6,yes,8,10,10,0,0.00
K41,,Olivenöl Extra Vergine,02-Erstes Abteil,Öle/Fette/Essig,Olio d'Oliva extra vergine,Terra Verde ,Terra Verde ,www.terra-verde.ch/,"Flasche 7,5dl",Italien,Italien,EU-Bio,110.001.00,Terra Verde  110.001.00,Mwst. reduzierter Satz,14.92,,16.41,16.82,16.82,17.20,-0.38,5.5.2021,19.6.2137,K41 Olivenöl Extra Vergine,visible,quartier-produkt-118,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-118.png,Olivenöl Extra Vergine wird von Terra Verde  produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,14.95,1.87,113%,22.50,-5.68,75%,,12,,,,,,,,6,6,,,,,12,,,,,,,,,,,12,,,,,,,48,-1,-1,6,yes,27,6,21,-15,-252.33
K42,,Mayonnaise,02-Erstes Abteil,Tomatenprodukte/Saucen,Mayonnaise,Biopartner,Gautschi,www.saucen.ch/,170g,,"Utzenstorf, Bern",Knospe,6266,Biopartner 6266,Mwst. reduzierter Satz,2.42,,2.66,2.73,2.73,2.80,-0.07,20/04/2020,19.6.2138,K42 Mayonnaise,visible,quartier-produkt-119,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-119.png,"Mayonnaise wird von Gautschi produziert und von Biopartner geliefert. Es kommt aus Utzenstorf, Bern und trägt Knospe Zertifizierung",2.25,0.48,121%,3.25,-0.52,84%,,6,,,,,,,6,,24,,,,,,,,,,,12,,,,,,,,,,6,,54,0,0,6,yes,42,6,12,-6,-16.37
K43,,Senf mild,02-Erstes Abteil,Tomatenprodukte/Saucen,Senf mild,Biopartner,Gautschi,www.saucen.ch/,200g,,"Utzenstorf, Bern",Knospe,xxx,Biopartner xxx,Mwst. reduzierter Satz,2.65,,2.92,2.99,2.99,3.10,-0.11,21/05/2020,19.6.2139,K43 Senf mild,visible,quartier-produkt-120,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-120.png,"Senf mild wird von Gautschi produziert und von Biopartner geliefert. Es kommt aus Utzenstorf, Bern und trägt Knospe Zertifizierung",1.50,1.49,199%,3.80,-0.81,79%,,6,,,,,,,,,,,,,12,,,,,,,24,,,,,,,,,,,,42,28,28,6,yes,19,6,23,-17,-50.79
K44,N,Senf körnig,02-Erstes Abteil,Tomatenprodukte/Saucen,Senf körnig,Biopartner,byodo,https://www.byodo.de/index/,Glas 125 ml,,Deutschland,EU-Bio,471610,Biopartner 471610,Mwst. reduzierter Satz,1.91,,2.10,2.15,2.15,4.95,-2.80,30/09/2021,19.6.2140,K44 Senf körnig,visible,quartier-produkt-121,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-121.png,Senf körnig wird von byodo produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,4.95,-2.80,44%,,,,,12,,,,,,,,,,,,,6,,,,,,,6,,,,,,,6,,,,,30,9,9,6,yes,14,2,16,-14,-30.15
K45,,Tomatenmark,02-Erstes Abteil,Tomatenprodukte/Saucen,Tomatenmark 22 %,Biopartner,Rapunzel,www.rapunzel.de/,Tube 200g,,Italien,EU-Bio,82370,Biopartner 82370,Mwst. reduzierter Satz,1.62,,1.78,1.83,1.83,2.20,-0.37,10.10.2022,19.6.2141,K45 Tomatenmark,visible,quartier-produkt-122,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-122.png,Tomatenmark wird von Rapunzel produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,1.70,0.13,107%,,,,,12,,,,,,,,,24,,,,,,,,,,,,,,,,,12,,,,,,48,16,16,6,yes,24,10,24,-14,-25.57
K46,N,Ketchup,02-Erstes Abteil,Tomatenprodukte/Saucen,Ketchup Tomate,Biopartner,Gautschi,www.saucen.ch/,350g,,"Utzenstorf, Bern",Knospe,354040,Biopartner 354040,Mwst. reduzierter Satz,2.90,,3.19,3.27,3.27,3.25,0.02,24/08/2020,19.6.2142,K46 Ketchup,visible,quartier-produkt-123,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-123.png,"Ketchup wird von Gautschi produziert und von Biopartner geliefert. Es kommt aus Utzenstorf, Bern und trägt Knospe Zertifizierung",2.60,0.67,126%,,,,,10,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,3,,25,5,5,6,yes,11,10,14,-4,-13.08
K47,,Kokosmilch extra,02-Erstes Abteil,Tomatenprodukte/Saucen,Kokosmilch extra,Biopartner,Morgenland (DE),www.morgenland.bio/,Dose 400 g,Sri Lanka,Sri Lanka,Bio,381618,Biopartner 381618,Mwst. reduzierter Satz,2.96,,3.26,3.34,3.34,3.80,-0.46,10.4.2021,19.6.2143,K47 Kokosmilch extra,visible,quartier-produkt-124,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-124.png,Kokosmilch extra wird von Morgenland (DE) produziert und von Biopartner geliefert. Es kommt aus Sri Lanka und trägt Bio Zertifizierung,3.95,-0.61,84%,,3.34,#DIV/0!,,,12,,,,,,,,,,,12,,,6,,,,,,,12,,,,,,,,6,,48,7,7,6,yes,23,7,25,-18,-60.07
K48,,Kokosöl nativ,02-Erstes Abteil,Öle/Fette/Essig,Kokosöl nativ,Biopartner,Bio Planète,,Dose 400 g,Sri Lanka,Sri Lanka,Bio,342088,Biopartner 342088,Mwst. reduzierter Satz,7.54,,8.29,8.50,8.50,3.80,4.70,10.5.2021,19.6.2144,K48 Kokosöl nativ,visible,quartier-produkt-125,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-125.png,Kokosöl nativ wird von Bio Planète produziert und von Biopartner geliefert. Es kommt aus Sri Lanka und trägt Bio Zertifizierung,3.95,4.55,215%,,8.50,#DIV/0!,,,,,,,,,,,,,,6,,6,,,,,,,,6,,,,,,,,,,18,12,12,6,yes,5,7,13,-6,-51.01
K49,N,Rapsöl,02-Erstes Abteil,Öle/Fette/Essig,Rapsöl,Biopartner,Biofarm,www.biofarm.ch/,Flasche 0.5l,,Schweiz,Knospe,383916,Biopartner 383916,Mwst. reduzierter Satz,8.51,,9.36,9.60,9.60,,9.60,,19.6.2145,K49 Rapsöl,visible,quartier-produkt-126,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-126.png,Rapsöl wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus Schweiz und trägt Knospe Zertifizierung,3.95,5.65,243%,,9.60,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,,,,12,10,10,3,yes,5,7,7,0,0.00
K50,,Balsamico bianco Condimento,02-Erstes Abteil,Öle/Fette/Essig,"Balsamico bianco Condimento ""SUPERIORE""",Biopartner,Terra Verde ,www.terra-verde.ch/,Flasche 0.5l,,Italien,EU-Bio,100.006.00,Biopartner 100.006.00,Mwst. reduzierter Satz,7.37,,8.11,8.31,8.31,8.50,-0.19,14/11/2022,19.6.2146,K50 Balsamico bianco Condimento,visible,quartier-produkt-127,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-127.png,Balsamico bianco Condimento wird von Terra Verde  produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,6.30,2.01,132%,10.90,-2.59,76%,,12,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,,,,36,14,14,6,yes,17,20,19,1,8.31
K51,,Aceto Balsamico di Modena IGP,02-Erstes Abteil,Öle/Fette/Essig,"Aceto Balsamico di Modena IGP ""SUPERIORE""",Biopartner,Terra Verde ,www.terra-verde.ch/,Flasche 0.5l,,Italien,EU-Bio,100.001.00,Biopartner 100.001.00,Mwst. reduzierter Satz,7.45,,8.20,8.40,8.40,8.50,-0.10,10.9.2024,19.6.2147,K51 Aceto Balsamico di Modena IGP,visible,quartier-produkt-128,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-128.png,Aceto Balsamico di Modena IGP wird von Terra Verde  produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,6.50,1.90,129%,10.90,-2.50,77%,,12,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,,,,36,9,9,6,yes,18,16,18,-2,-16.80
K52,,Weissweinessig,02-Erstes Abteil,Öle/Fette/Essig,Weinessig weiss,Biopartner,Rapunzel,www.rapunzel.de/,Flasche 500 ml/Glas Einweg,,Italien,EU-Bio,348080,Biopartner 348080,Mwst. reduzierter Satz,3.25,,3.58,3.66,3.66,3.80,-0.14,,19.6.2148,K52 Weissweinessig,visible,quartier-produkt-129,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-129.png,Weissweinessig wird von Rapunzel produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,0.80,2.86,458%,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,18,5,5,6,yes,5,7,13,-6,-21.99
K53,,Apfelessig,02-Erstes Abteil,Öle/Fette/Essig,Apfelessig,Biopartner,Biofarm,www.biofarm.ch/,1l,,der Schweiz,Knospe,383918,Biopartner 383918,Mwst. reduzierter Satz,3.43,,3.77,3.87,3.87,4.00,-0.13,23/07/2021,19.6.2149,K53 Apfelessig,visible,quartier-produkt-130,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-130.png,Apfelessig wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,2.40,1.47,161%,6.05,-2.18,64%,,6,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,12,5,5,3,yes,4,7,8,-1,-3.87
K54,,Soja-Sauce Tamari,02-Erstes Abteil,Tomatenprodukte/Saucen,Soja-Sauce Tamari,Biopartner,Soyana,www.soyana.ch/,Flasche 350ml,,der Schweiz,CH-Bio,2780,Biopartner 2780,Mwst. reduzierter Satz,5.61,,6.17,6.33,6.33,6.33,0.00,,19.6.2150,K54 Soja-Sauce Tamari,visible,quartier-produkt-131,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-131.png,Soja-Sauce Tamari wird von Soyana produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt CH-Bio Zertifizierung,,,,8.90,-2.57,71%,,,,,,,6,,,,,,,9,,,,,,,,,,,,,,,,,,,,15,4,4,3,yes,9,7,6,1,6.33
K55,,Olivenöl Extra Vergine 5L,02-Erstes Abteil,Öle/Fette/Essig,Olio d'Oliva extra vergine,Terra Verde ,Terra Verde ,www.terra-verde.ch/,5L,Italien,Italien,EU-Bio,110.016.00,Terra Verde  110.016.00,Mwst. reduzierter Satz,83.47,,91.82,94.11,94.11,,,,19.6.2151,K55 Olivenöl Extra Vergine 5L,visible,quartier-produkt-132,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-132.png,Olivenöl Extra Vergine 5L wird von Terra Verde  produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,,,,,,,5,,,5,,,,,,,,,,,4,,,,,,,14,2,2,2,yes,8,2,6,-4,-376.45
K56,N,"Olivenöl Bon Sol ""extra virgen"" ",02-Erstes Abteil,Öle/Fette/Essig,"Bon Sol Olivenöl ""extra virgen""",Bon Sol,Bon Sol,,0.5 Ltr. ,Spanien,Spanien,,,Bon Sol ,Mwst. reduzierter Satz,15.70,,17.27,17.70,17.70,,,,19.6.2152,"K56 Olivenöl Bon Sol ""extra virgen"" ",visible,quartier-produkt-133,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-133.png,"Olivenöl Bon Sol ""extra virgen""  wird von Bon Sol produziert und von Bon Sol geliefert. Es kommt aus Spanien und trägt  Zertifizierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,24,,0,,,,,,,
L19,,Ab ins Glas salzig,02-Erstes Abteil,Eingemachtes,Ab ins Glas salzig,Ab ins Glas,Ab ins Glas,www.abinsglas.ch,,Schweiz,Schweiz,,,Ab ins Glas ,Mwst. reduzierter Satz,7.50,,8.25,8.46,8.46,,,,19.6.2153,L19 Ab ins Glas salzig,visible,quartier-produkt-134,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-134.png,Ab ins Glas salzig wird von Ab ins Glas produziert und von Ab ins Glas geliefert. Es kommt aus Schweiz und trägt  Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,10,3,3,,yes,,,,,
L20,,Gewürzgurken ganz,02-Erstes Abteil,Eingemachtes,Gewürzgurken ganz,Biopartner,Schweizer,,Glas 720ml,,Deutschland,EU-Bio,364030,Biopartner 364030,Mwst. reduzierter Satz,3.82,,4.20,4.31,4.31,3.70,0.61,31/12/2023,19.6.2154,L20 Gewürzgurken ganz,visible,quartier-produkt-135,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-135.png,Gewürzgurken ganz wird von Schweizer produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,8.70,-4.39,50%,,,,,12,,,,,,,,,,,24,,,,,,,,,12,,,,,,,,,12,6,,66,4,4,6,yes,28,3,38,-35,-150.75
L21,,Zuckermais,02-Erstes Abteil,Eingemachtes,Zuckermais,Biopartner,De Rit,www.derit.de/,Glas 340 g,,Deutschland,EU-Bio,367010,Biopartner 367010,Mwst. reduzierter Satz,1.98,,2.18,2.23,2.23,2.75,-0.52,31/12/2021,19.6.2155,L21 Zuckermais,visible,quartier-produkt-136,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-136.png,Zuckermais wird von De Rit produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,2.15,0.08,104%,,,,,24,,,,,,,,,,,24,,,,,,,,,,,12,,,,,,,12,6,,78,6,6,6,yes,36,10,42,-32,-71.44
L22,,Kichererbsen gekocht,02-Erstes Abteil,Eingemachtes,Kichererbsen gekocht,Biopartner,Rapunzel,www.rapunzel.de/,Dose 400 g,,Holland,EU-Bio,370100,Biopartner 370100,Mwst. reduzierter Satz,1.63,,1.79,1.84,1.84,2.75,-0.91,31/12/2021,19.6.2156,L22 Kichererbsen gekocht,visible,quartier-produkt-137,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-137.png,Kichererbsen gekocht wird von Rapunzel produziert und von Biopartner geliefert. Es kommt aus Holland und trägt EU-Bio Zertifizierung,3.80,-1.96,48%,,,,,,12,,,,,,,,24,,,,,,,,,,,12,,,,,12,,,,,6,,66,9,9,6,yes,31,5,35,-30,-55.13
L30,,Couscous,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Couscous,Biopartner,Rapunzel,www.rapunzel.de/,Beutel 500g,,Italien,EU-Bio,153530,Biopartner 153530,Mwst. reduzierter Satz,2.80,,3.08,3.16,3.16,4.10,-0.94,,19.6.2157,L30 Couscous,visible,quartier-produkt-138,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-138.png,Couscous wird von Rapunzel produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,,,,,12,,,,,,,,,,,12,,,,,,,,,,,,24,9,9,5,yes,10,1,14,-13,-41.04
L31,,Mais-Paniermehl,02-Erstes Abteil,Öle/Fette/Essig,Mais-Paniermehl,Mahler & Co,Bauckhof,www.bauckhof.de/,Pack 200g,,Deutschland,EU-Bio,BK_375028,Mahler & Co BK_375028,Mwst. reduzierter Satz,2.02,,2.22,2.28,2.28,2.35,-0.07,4.10.2020,19.6.2158,L31 Mais-Paniermehl,visible,quartier-produkt-139,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-139.png,Mais-Paniermehl wird von Bauckhof produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,1.70,0.58,134%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,9,2,yes,1,9,9,0,0.00
L32,,Apfelmus,02-Erstes Abteil,Eingemachtes,Apfelmus mit Apfeldicksaft,Biopartner,Bauckhof,www.bauckhof.de/,Glas 360g,,Deutschland,EU-Bio,382015,Biopartner 382015,Mwst. reduzierter Satz,2.23,,2.45,2.51,2.51,2.60,-0.09,1.5.2022,19.6.2159,L32 Apfelmus,visible,quartier-produkt-140,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-140.png,Apfelmus wird von Bauckhof produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,1.65,0.86,152%,,,,,12,,,,,,,,12,,,,,12,,12,,,,,12,,,,,12,,,12,,,,84,0,12,6,yes,41,3,43,-40,-100.57
L40,,Polenta Mittel,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Maisgriess mittel,Biopartner,Biofarm ,www.biofarm.ch/,Beutel 500g,,der Schweiz,Knospe,14307,Biopartner 14307,Mwst. reduzierter Satz,2.99,,3.29,3.37,3.37,3.50,-0.13,22/11/2020,19.6.2160,L40 Polenta Mittel,visible,quartier-produkt-141,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-141.png,Polenta Mittel wird von Biofarm  produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,1.80,1.57,187%,,,,,12,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,18,7,7,5,yes,7,5,11,-6,-20.23
L41,,Quinoa,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Quinoa weiss,Biopartner,Rapunzel,www.rapunzel.de/,Beutel 500g,,Bolivien,EU-Bio,84747,Biopartner 84747,Mwst. reduzierter Satz,5.85,,6.44,6.60,6.60,6.80,-0.20,4.3.2021,19.6.2161,L41 Quinoa,visible,quartier-produkt-142,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-142.png,Quinoa wird von Rapunzel produziert und von Biopartner geliefert. Es kommt aus Bolivien und trägt EU-Bio Zertifizierung,6.90,-0.30,96%,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,5,5,yes,4,7,8,-1,-6.60
L42,,Goldhirse,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Goldhirse,Biopartner,Vanadis,,Beutel 500g,,Österreich,Demeter,84680,Biopartner 84680,Mwst. reduzierter Satz,3.55,,3.91,4.00,4.00,4.10,-0.10,21/11/2020,19.6.2162,L42 Goldhirse,visible,quartier-produkt-143,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-143.png,Goldhirse wird von Vanadis produziert und von Biopartner geliefert. Es kommt aus Österreich und trägt Demeter Zertifizierung,4.50,-0.50,89%,,,,,12,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,18,8,8,5,yes,8,4,10,-6,-24.02
