Artikel-ID, ,Produktname-im-Laden,Hauptkategorie,Unterkategorien,Produktname-beim-Lieferanten,Lieferant,Produzent,Produzenten Webseite,Volumen,Hauptrohstoff Herkunft,Herkunftsort,Zertifizierung,Artikel Nr.,Artikel-Nr Neu,Mehrwertsteuer,EP netto,zusätzliche Tarife,VP netto,102.50%,Ladenpreis neu,Ladenpreis alt,Differenz,Verfallsdatum,Letzter Export in den Webshop,Webshop Produktname,Im Webshop anzeigen,quartierdepot-bild-0,Bilder,Kurzbeschreibung,Coop,Differenz,%,Farmy,Differenz,%,,KW51,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW 18,KW19,KW20,KW21,KW22,KW23,KW23-Rea,KW24,KW25,KW26,KW 27,KW28,KW29,KW30,,Gesamt Bestellmenge,Lager vom Web,Lager Neuer Import,Schwellenwert,Manage stock?,Items sold 4.5.,Stock effektiv,Stock theor,Diff eff vs theo,Summe
N32,,Kaffee Antigua Queen,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Antigua Queen,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/single-origin/antigua-queen/,Beutel 1kg,Antigua/Guatemala,Antigua/Guatemala,keine,1,Boris mit Velo 1,Mwst. reduzierter Satz,19.20,,21.12,21.65,21.65,,,,19.6.2199,N32 Kaffee Antigua Queen,visible,quartier-produkt-180,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-180.png,Kaffee Antigua Queen wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Antigua/Guatemala und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,10,0,0,2,yes,8,3,2,1,21.65
N33,,Kaffee Bonga Bonga,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Bonga Bonga,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/single-origin/bonga-bonga/,Beutel 1kg,Aethiopien,Aethiopien,keine,2,Boris mit Velo 2,Mwst. reduzierter Satz,23.20,,25.52,26.16,26.16,,,,19.6.2200,N33 Kaffee Bonga Bonga,visible,quartier-produkt-181,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-181.png,Kaffee Bonga Bonga wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Aethiopien und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,10,0,0,2,yes,5,5,5,0,0.00
N34,,Kaffee Buna Harrari,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Buna Harrari,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/single-origin/buna-harrari/,Beutel 1kg,Aethiopien,Aethiopien,keine,3,Boris mit Velo 3,Mwst. reduzierter Satz,20.80,,22.88,23.45,23.45,,,,19.6.2201,N34 Kaffee Buna Harrari,visible,quartier-produkt-182,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-182.png,Kaffee Buna Harrari wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Aethiopien und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,0,0,2,yes,5,0,0,0,0.00
N35,,Kaffee Gandhi Pur,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Gandhi Pur,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/single-origin/gandhi-pur/,Beutel 1kg,Kerala/Indien,Kerala/Indien,keine,4,Boris mit Velo 4,Mwst. reduzierter Satz,19.20,,21.12,21.65,21.65,,,,19.6.2202,N35 Kaffee Gandhi Pur,visible,quartier-produkt-183,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-183.png,Kaffee Gandhi Pur wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Kerala/Indien und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,10,1,1,2,yes,4,5,6,-1,-21.65
N36,,Kaffee La Bomba,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee La Bomba,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/blends/la-bomba/,Beutel 1kg,Mischung aus Afrika,Mischung aus Afrika,keine,5,Boris mit Velo 5,Mwst. reduzierter Satz,19.20,,21.12,21.65,21.65,,,,19.6.2203,N36 Kaffee La Bomba,visible,quartier-produkt-184,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-184.png,Kaffee La Bomba wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Mischung aus Afrika und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,5,,,,,,,15,-2,-2,2,yes,10,0,5,-5,-108.24
N36,,Kaffee Togo Pogo,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Togo Pogo,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/single-origin/togo-bogo/,Beutel 1kg,Togo,Togo,keine,6,Boris mit Velo 6,Mwst. reduzierter Satz,19.20,,21.12,21.65,21.65,,,,19.6.2204,N36 Kaffee Togo Pogo,visible,quartier-produkt-185,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-185.png,Kaffee Togo Pogo wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Togo und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,5,,,,,,,15,0,0,2,yes,10,0,5,-5,-108.24
N37,,Kaffee Samba Do Brasil,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Samba Do Brasil,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/single-origin/samba-do-brasil/,Beutel 1kg,"Minas Gerais, Brasilien","Minas Gerais, Brasilien",keine,7,Boris mit Velo 7,Mwst. reduzierter Satz,19.20,,21.12,21.65,21.65,,,,19.6.2205,N37 Kaffee Samba Do Brasil,visible,quartier-produkt-186,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-186.png,"Kaffee Samba Do Brasil wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Minas Gerais, Brasilien und trägt keine Zertifizierung",,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,5,,,,,,,15,0,0,2,yes,10,0,5,-5,-108.24
N38,,Kaffee Calabria,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Calabria,Boris mit Velo,Kaffeepur,https://kaffeepur.ch/shop/kaffees/blends/calabria/,Beutel 1kg,"Kaffeemischung: 50% Premium-Arabica, 50% Robusta extra large","Kaffeemischung: 50% Premium-Arabica, 50% Robusta extra large",keine,8,Boris mit Velo 8,Mwst. reduzierter Satz,19.20,,21.12,21.65,21.65,,,,19.6.2206,N38 Kaffee Calabria,visible,quartier-produkt-187,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-187.png,"Kaffee Calabria wird von Kaffeepur produziert und von Boris mit Velo geliefert. Es kommt aus Kaffeemischung: 50% Premium-Arabica, 50% Robusta extra large und trägt keine Zertifizierung",,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,5,,,,,,,15,0,0,2,yes,10,0,5,-5,-108.24
N40,,Kaffee Irlanda Espresso gem.,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Irlanda Espresso gem.,Henauer,Henauer (ZH),www.henauer-kaffee.ch/,Beutel 500g,Finca Irlanda in Mexiko,Mexiko,Demeter,,Henauer ,Mwst. reduzierter Satz,10.45,,11.50,11.78,11.78,,11.78,,19.6.2207,N40 Kaffee Irlanda Espresso gem.,visible,quartier-produkt-188,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-188.png,Kaffee Irlanda Espresso gem. wird von Henauer (ZH) produziert und von Henauer geliefert. Es kommt aus Mexiko und trägt Demeter Zertifizierung,4.20,7.58,281%,7.90,3.88,149%,,12,,,,,,,,10,,,,,,,,,,,,,,,10,,,,,,,,,32,19,19,6,yes,9,6,23,-17,-200.30
N41,,Kaffee Irlanda Créma gem.,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Irlanda Créma gem.,Henauer,Henauer (ZH),www.henauer-kaffee.ch/,Beutel 500g,Finca Irlanda in Mexiko,Mexiko,Demeter,,Henauer ,Mwst. reduzierter Satz,10.45,,11.50,11.78,11.78,,11.78,,19.6.2208,N41 Kaffee Irlanda Créma gem.,visible,quartier-produkt-189,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-189.png,Kaffee Irlanda Créma gem. wird von Henauer (ZH) produziert und von Henauer geliefert. Es kommt aus Mexiko und trägt Demeter Zertifizierung,3.95,7.83,298%,7.90,3.88,149%,,12,,,,,,,,10,,,,,,,,,4,,,,,,15,,,,,,,,,41,28,28,6,yes,24,4,17,-13,-153.17
N42,,Verveine-Eisenkraut,03-Zweites Abteil,Tee,Alpentee Eisenkraut,Biopartner,Grand St.Bernard (Rostal),www.rostal.ch/de/willkommen/,Pack 20x1.4g /VORBESTELLUNG,,"Martigny, Wallis",Knospe,88600,Biopartner 88600,Mwst. reduzierter Satz,4.25,,4.68,4.79,4.79,4.95,-0.16,30/06/2022,19.6.2209,N42 Verveine-Eisenkraut,visible,quartier-produkt-190,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-190.png,"Verveine-Eisenkraut wird von Grand St.Bernard (Rostal) produziert und von Biopartner geliefert. Es kommt aus Martigny, Wallis und trägt Knospe Zertifizierung",1.95,2.84,246%,5.40,-0.61,89%,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,2,yes,8,4,4,0,0.00
N43,,Pfefferminze,03-Zweites Abteil,Tee,Alpentee Pfefferminze,Biopartner,Grand St.Bernard (Rostal),www.rostal.ch/de/willkommen/,Pack 20x1.4g,,"Martigny, Wallis",Knospe,88606,Biopartner 88606,Mwst. reduzierter Satz,4.25,,4.68,4.79,4.79,4.95,-0.16,30/11/2021,19.6.2210,N43 Pfefferminze,visible,quartier-produkt-191,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-191.png,"Pfefferminze wird von Grand St.Bernard (Rostal) produziert und von Biopartner geliefert. Es kommt aus Martigny, Wallis und trägt Knospe Zertifizierung",3.20,1.59,150%,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,10,2,yes,2,10,10,0,0.00
N44,,Kamille,03-Zweites Abteil,Tee,Alpentee Kamille,Biopartner,Grand St.Bernard (Rostal),www.rostal.ch/de/willkommen/,Pack 20x1.4g,,"Martigny, Wallis",Knospe,88602,Biopartner 88602,Mwst. reduzierter Satz,4.25,,4.68,4.79,4.79,4.95,-0.16,30/11/2022,19.6.2211,N44 Kamille,visible,quartier-produkt-192,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-192.png,"Kamille wird von Grand St.Bernard (Rostal) produziert und von Biopartner geliefert. Es kommt aus Martigny, Wallis und trägt Knospe Zertifizierung",1.00,3.79,479%,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,9,2,yes,2,10,10,0,0.00
N45,,Schwarztee,03-Zweites Abteil,Tee,Schwarztee English Breakfast,Biopartner,Lebensbaum,www.lebensbaum.com/de,Pack 20x2g,,Indien,EU-Bio,88622,Biopartner 88622,Mwst. reduzierter Satz,2.50,,2.75,2.82,2.82,2.90,-0.08,30/07/2022,19.6.2212,N45 Schwarztee,visible,quartier-produkt-193,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-193.png,Schwarztee wird von Lebensbaum produziert und von Biopartner geliefert. Es kommt aus Indien und trägt EU-Bio Zertifizierung,1.25,1.57,226%,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,5,2,yes,1,7,7,0,0.00
N46,,Grüntee Jasmin lose,03-Zweites Abteil,Tee,Grüntee Jasmin lose,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,Pack 100g,,Indien,"EU-Bio, Fairtrade, Klimafreundlich",SO_00657,Mahler & Co SO_00657,Mwst. reduzierter Satz,6.34,,6.97,7.15,7.15,7.35,-0.20,31/03/2023,19.6.2213,N46 Grüntee Jasmin lose,visible,quartier-produkt-194,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-194.png,"Grüntee Jasmin lose wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Indien und trägt EU-Bio, Fairtrade, Klimafreundlich Zertifizierung",4.95,2.20,144%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2,2,yes,6,4,4,0,0.00
N47,,Hagebutte Hibiskus,03-Zweites Abteil,Tee,Tee Hagebutte Hibiskus,Biopartner,Lebensbaum,www.lebensbaum.com/de,Pack 20x2.5g,,Deutschland,EU-Bio,88620,Biopartner 88620,Mwst. reduzierter Satz,2.75,,3.03,3.10,3.10,3.20,-0.10,30/05/2021,19.6.2214,N47 Hagebutte Hibiskus,visible,quartier-produkt-195,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-195.png,Hagebutte Hibiskus wird von Lebensbaum produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,,3.10,#DIV/0!,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,8,2,yes,4,8,8,0,0.00
N50,N,Erdnussbutter,03-Zweites Abteil,Brotaufstriche,Pâte d'Arachide,Neues Food Depot,Tamneere,www.tamneere.com,330g,,Burkina Faso,keine,3,Neues Food Depot 3,Mwst. reduzierter Satz,5.11,,5.62,5.76,5.76,6.65,-0.89,4.3.2022,19.6.2215,N50 Erdnussbutter,visible,quartier-produkt-196,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-196.png,Erdnussbutter wird von Tamneere produziert und von Neues Food Depot geliefert. Es kommt aus Burkina Faso und trägt keine Zertifizierung,9.95,-4.19,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,2,yes,,,,,
N51,N,Honig gross,03-Zweites Abteil,Brotaufstriche,Honig,Christian & Beat Stiefel,Christian & Beat Stiefel,,500g,"Höngg, Zürich","Höngg, Zürich",keine,,Christian & Beat Stiefel ,Mwst. reduzierter Satz,14.00,,15.40,15.79,15.79,13.55,2.24,,19.6.2216,N51 Honig gross,visible,quartier-produkt-197,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-197.png,"Honig gross wird von Christian & Beat Stiefel produziert und von Christian & Beat Stiefel geliefert. Es kommt aus Höngg, Zürich und trägt keine Zertifizierung",,,,,,,,,,,,,,,,,10,,,,,,,5,,,,,,,,,,,,,20,,,35,2,2,2,yes,8,7,27,-20,-315.70
N52,N,Honig klein,03-Zweites Abteil,Brotaufstriche,Honig,Alfred Spaltenstein,Alfred Spaltenstein,,300g,"Kloten, Zürich","Kloten, Zürich",keine,,Alfred Spaltenstein ,Mwst. reduzierter Satz,8.00,,8.80,9.02,9.02,13.55,-4.53,,19.6.2217,N52 Honig klein,visible,quartier-produkt-198,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-198.png,"Honig klein wird von Alfred Spaltenstein produziert und von Alfred Spaltenstein geliefert. Es kommt aus Kloten, Zürich und trägt keine Zertifizierung",,,,,,,,,,,,,,,,,10,,,,,,,10,,,,,,,,,,,,,,,,20,7,7,2,yes,9,10,11,-1,-9.02
N53,N,Konfitüre Erdbeer,03-Zweites Abteil,Brotaufstriche,Konfitüre Erdbeer,Biopartner,Haltbarmacherei (ZH),www.haltbarmacherei.ch/,Glas 250g,,Zürich Wipkingen,CH-Bio,89110,Biopartner 89110,Mwst. reduzierter Satz,2.92,,3.21,3.29,3.29,6.20,-2.91,12.10.2021,19.6.2218,N53 Konfitüre Erdbeer,visible,quartier-produkt-199,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-199.png,Konfitüre Erdbeer wird von Haltbarmacherei (ZH) produziert und von Biopartner geliefert. Es kommt aus Zürich Wipkingen und trägt CH-Bio Zertifizierung,3.40,-0.11,97%,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,2,yes,4,6,4,2,6.58
N54,,Konfitüre Himbeer,03-Zweites Abteil,Brotaufstriche,Konfitüre Himbeer,Biopartner,Haltbarmacherei (ZH),www.haltbarmacherei.ch/,Glas 250g,,Zürich Wipkingen,CH-Bio,378844,Biopartner 378844,Mwst. reduzierter Satz,5.15,,5.67,5.81,5.81,6.20,-0.39,26/09/2021,19.6.2219,N54 Konfitüre Himbeer,visible,quartier-produkt-200,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-200.png,Konfitüre Himbeer wird von Haltbarmacherei (ZH) produziert und von Biopartner geliefert. Es kommt aus Zürich Wipkingen und trägt CH-Bio Zertifizierung,2.95,2.86,197%,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,16,6,6,2,yes,10,4,6,-2,-11.61
N55,N,Konfitüre Aprikose,03-Zweites Abteil,Brotaufstriche,Konfitüre Aprikose,Biopartner,Haltbarmacherei (ZH),www.haltbarmacherei.ch/,Glas 250g,,Zürich Wipkingen,Knospe,89106,Biopartner 89106,Mwst. reduzierter Satz,2.87,,3.16,3.24,3.24,6.20,-2.96,8.11.2021,19.6.2220,N55 Konfitüre Aprikose,visible,quartier-produkt-201,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-201.png,Konfitüre Aprikose wird von Haltbarmacherei (ZH) produziert und von Biopartner geliefert. Es kommt aus Zürich Wipkingen und trägt Knospe Zertifizierung,2.80,0.44,116%,,,,,8,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,14,0,0,2,yes,11,4,3,1,3.24
N56,,Mandelmus,03-Zweites Abteil,Brotaufstriche,Mandelmus,Biopartner,Perl'amande,,Glas 250g,Italien,Frankreich,EU-Bio,305490,Biopartner 305490,Mwst. reduzierter Satz,6.23,,6.85,7.02,7.02,6.99,0.03,,19.6.2221,N56 Mandelmus,visible,quartier-produkt-202,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-202.png,Mandelmus wird von Perl'amande produziert und von Biopartner geliefert. Es kommt aus Frankreich und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,6,,,,12,,,,6,,,,,,,,,,,,,6,,,,,,30,8,8,2,yes,16,8,14,-6,-42.15
N57,,Ab ins Glas süss,03-Zweites Abteil,Brotaufstriche,Ab ins Glas süss,Ab ins Glas,Ab ins Glas,www.abinsglas.ch,,Schweiz,Schweiz,,,Ab ins Glas ,Mwst. reduzierter Satz,6.23,,6.50,6.66,6.66,6.99,-0.33,,19.6.2222,N57 Ab ins Glas süss,visible,quartier-produkt-203,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-203.png,Ab ins Glas süss wird von Ab ins Glas produziert und von Ab ins Glas geliefert. Es kommt aus Schweiz und trägt  Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,15,14,14,,yes,,,,,
P10,,Schoggi Mandeln,03-Zweites Abteil,Schokolade und Süssigkeiten,Mandorle tartufate ricoperte,Terra Verde,Terra Verde,www.terra-verde.ch/,90g,Italien,Italien,EU-Bio,112.044.00,Terra Verde 112.044.00,Mwst. reduzierter Satz,3.70,,4.07,4.17,4.17,4.30,-0.13,,19.6.2223,P10 Schoggi Mandeln,visible,quartier-produkt-204,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-204.png,Schoggi Mandeln wird von Terra Verde produziert und von Terra Verde geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,4.17,#DIV/0!,,,,,10,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,,,,34,9,9,6,yes,19,13,15,-2,-8.34
P11,,UrDinkel-Cantucci,03-Zweites Abteil,Schokolade und Süssigkeiten,UrDinkel-Cantucci,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 100g,Schweiz,Schweiz,CH-Bio,MM_0853,Mahler & Co MM_0853,Mwst. reduzierter Satz,4.83,,5.31,5.45,5.45,6.25,-0.80,31/01/2020,19.6.2224,P11 UrDinkel-Cantucci,visible,quartier-produkt-205,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-205.png,UrDinkel-Cantucci wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Schweiz und trägt CH-Bio Zertifizierung,,5.45,#DIV/0!,,,,,12,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,28,7,7,2,yes,9,11,19,-8,-43.57
P12,,Schokolade 70% Edelbitter,03-Zweites Abteil,Schokolade und Süssigkeiten,Schokolade 70% Edelbitter,Biopartner,Schönenberger,www.schoenenberger-choco.ch/,Tafel 75g,,Luzern,EU-Bio,83614,Biopartner 83614,Mwst. reduzierter Satz,3.35,,3.69,3.78,3.78,3.90,-0.12,31/01/2021,19.6.2225,P12 Schokolade 70% Edelbitter,visible,quartier-produkt-206,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-206.png,Schokolade 70% Edelbitter wird von Schönenberger produziert und von Biopartner geliefert. Es kommt aus Luzern und trägt EU-Bio Zertifizierung,,3.78,#DIV/0!,,,,,12,,,,,,,,,,,,,,,,,,,12,,,6,,,,,,,,,,30,5,5,4,yes,11,0,19,-19,-71.77
P13,,Schokolade 41% Vollmilch,03-Zweites Abteil,Schokolade und Süssigkeiten,Schokolade 41% Vollmilch,Biopartner,Schönenberger,www.schoenenberger-choco.ch/,Tafel 75g,,Luzern,EU-Bio,83610,Biopartner 83610,Mwst. reduzierter Satz,3.35,,3.69,3.78,3.78,3.90,-0.12,28/02/2021,19.6.2226,P13 Schokolade 41% Vollmilch,visible,quartier-produkt-207,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-207.png,Schokolade 41% Vollmilch wird von Schönenberger produziert und von Biopartner geliefert. Es kommt aus Luzern und trägt EU-Bio Zertifizierung,,3.78,#DIV/0!,,,,,24,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,30,6,6,4,yes,19,4,11,-7,-26.44
P14,,Schokolade 35% Vollmilch vegan Haselnuss,03-Zweites Abteil,Schokolade und Süssigkeiten,Schok. 35% Vollmilch vegan Haselnuss,Biopartner,Schönenberger,www.schoenenberger-choco.ch/,Tafel 75g,,Luzern,EU-Bio,83611,Biopartner 83611,Mwst. reduzierter Satz,3.35,,3.69,3.78,3.78,3.90,-0.12,31/12/2020,19.6.2227,P14 Schokolade 35% Vollmilch vegan Haselnuss,visible,quartier-produkt-208,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-208.png,Schokolade 35% Vollmilch vegan Haselnuss wird von Schönenberger produziert und von Biopartner geliefert. Es kommt aus Luzern und trägt EU-Bio Zertifizierung,,3.78,#DIV/0!,,,,,12,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,18,8,8,4,yes,10,4,8,-4,-15.11
P15,,Frollini Kakaokekse ,03-Zweites Abteil,Schokolade und Süssigkeiten,Frollini Kakaokekse mit Kakaobohnensplitter,Biopartner,Frollini,,Beutel 250g,Italien,Italien,"EU-Bio, Fairtrade",217361,Biopartner 217361,Mwst. reduzierter Satz,3.35,,3.69,3.78,3.78,3.85,-0.07,,19.6.2228,P15 Frollini Kakaokekse ,visible,quartier-produkt-209,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-209.png,"Frollini Kakaokekse  wird von Frollini produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio, Fairtrade Zertifizierung",,,,,,,,,,,,,,,,5,12,,,12,,,,,,,,,,,,,,6,,,,,,35,9,9,6,yes,22,7,13,-6,-22.66
P16,,Schokolade Blanc,03-Zweites Abteil,Schokolade und Süssigkeiten,Schokolade Blanc,Biopartner,Amarru,,Tafel 100g,EU/FT,Schweiz,"EU-Bio, Fairtrade",285047,Biopartner 285047,Mwst. reduzierter Satz,1.92,,2.11,2.16,2.16,3.85,-1.69,,19.6.2229,P16 Schokolade Blanc,visible,quartier-produkt-210,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-210.png,"Schokolade Blanc wird von Amarru produziert und von Biopartner geliefert. Es kommt aus Schweiz und trägt EU-Bio, Fairtrade Zertifizierung",,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,12,,,,,,,36,13,13,6,yes,13,11,23,-12,-25.98
P17,,Schokolade Garçoa Sronko / Curimaná,03-Zweites Abteil,Schokolade und Süssigkeiten,Garçoa Sronko / Curimaná,Garçoa,Garçoa,www.garcoa.ch/,Tafel 85g,"Peru, Ghana",Zürich Binz,keine,,Garçoa ,Mwst. reduzierter Satz,6.50,,7.15,7.33,7.33,,7.33,,19.6.2230,P17 Schokolade Garçoa Sronko / Curimaná,visible,quartier-produkt-211,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-211.png,Schokolade Garçoa Sronko / Curimaná wird von Garçoa produziert und von Garçoa geliefert. Es kommt aus Zürich Binz und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,10,,,,,,20,9,9,4,yes,6,4,14,-10,-73.29
P18,,Schokolade Garçoa Idukki / Chulucanas,03-Zweites Abteil,Schokolade und Süssigkeiten,Garçoa Idukki / Chulucanas,Garçoa,Garçoa,www.garcoa.ch/,Tafel 85g,"Indien, Peru",Zürich Binz,keine,,Garçoa ,Mwst. reduzierter Satz,7.50,,8.25,8.46,8.46,,8.46,,19.6.2231,P18 Schokolade Garçoa Idukki / Chulucanas,visible,quartier-produkt-212,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-212.png,Schokolade Garçoa Idukki / Chulucanas wird von Garçoa produziert und von Garçoa geliefert. Es kommt aus Zürich Binz und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,10,,,,,,20,12,12,4,yes,6,4,14,-10,-84.56
P19,,Schokolade La Flor,03-Zweites Abteil,Schokolade und Süssigkeiten,Schokolade La Flor,La Flor,La Flor,www.laflor.ch/,Tafel 70g,"Peru, Brasilien",Zürich Binz,keine,,La Flor ,Mwst. reduzierter Satz,5.60,,6.16,6.31,6.31,,6.31,,19.6.2232,P19 Schokolade La Flor,visible,quartier-produkt-213,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-213.png,Schokolade La Flor wird von La Flor produziert und von La Flor geliefert. Es kommt aus Zürich Binz und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,45,,,,,,,,,75,36,36,4,yes,22,7,53,-46,-290.44
P20,,Knäckebrot,03-Zweites Abteil,Brot & Backwaren,Knäckebrot Vollkorn Delikate,Biopartner,Naturata,www.naturata.de/,Pack 250g,,Deutschland,Demeter,225010,Biopartner 225010,Mwst. reduzierter Satz,2.26,,2.49,2.55,2.55,3.35,-0.80,,19.6.2233,P20 Knäckebrot,visible,quartier-produkt-214,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-214.png,Knäckebrot wird von Naturata produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt Demeter Zertifizierung,,6.31,#DIV/0!,,,,,12,,,,,,,,6,,,,6,,,,,,12,,,,,,12,,,,,,6,,54,6,6,6,yes,24,15,30,-15,-38.22
